,words,category
514,"His mouth was open , his neck corded with the strain of his screams .",adventure
515,I found his chest in my sights .,adventure
516,It had a red circle .,adventure
517,The circle came nearer and nearer .,adventure
518,"My God , how long is he going to wait , I thought .",adventure
519,Montero's rifle cracked .,adventure
520,Gray Eyes remained erect .,adventure
521,The feathered lance was still above his head .,adventure
522,"As he started to slump over , another warrior swung him onto his horse .",adventure
523,I squeezed the trigger .,adventure
524,At the last second I dropped my sights from the bare chest and bright red circle to the chest of his pony .,adventure
525,"I saw the pony fall like a stone and the young warrior flew over its head , bouncing like a rubber ball .",adventure
526,He started to run but Oso's shot caught him on the wing .,adventure
527,He jerked once in the grass and lay still .,adventure
528,`` If you're goin' to kill 'em -- ! !,adventure
529,Kill 'em '' ! !,adventure
530,What else he said was lost in the rattle of gunfire on all sides .,adventure
531,`` Lead up ! !,adventure
532,Lead up ! !,adventure
533,Montero was shouting .,adventure
534,Far up the valley I could see the Rees circling and reorganizing .,adventure
535,"Out in front of our walls the grass was covered with dead and dying men , war shields , lances , blankets and wounded and dead horses .",adventure
536,"The morning air was filled with the sweetish odor of new-spilled blood , the acrid stench of frightened horses , and the bitterness of burned powder .",adventure
537,A rifle cracked ; ;,adventure
538,the square head fell over .,adventure
539,"His legs pumped furiously , his long black hair streamed out behind him .",adventure
540,There was a ragged volley .,adventure
541,"`` For Christ's sake , don't waste your powder on one of 'em '' ! !",adventure
542,Montero shouted furiously .,adventure
543,"The charge , I tell you '' ! !",adventure
544,The sharp cries at the end of the valley were faint .,adventure
545,"`` Gray Eyes is back , , Montero said .",adventure
546,"He was riding between two warriors , who held him erect when he started to slump .",adventure
547,I forgot to aim .,adventure
548,In my sights I watched him looming bigger and bigger .,adventure
549,there was no doubt he was dying .,adventure
550,Again we waited for Montero .,adventure
551,"This time he delayed so long that some of the engages shouted frantically , but they held their fire .",adventure
552,The bullet flung Gray Eyes from his horse .,adventure
553,Our rolling volley swept most of the other riders from their mounts .,adventure
554,But a few reached our wall .,adventure
555,I heard the whir of an ax and a Canadian's face burst apart in a bloody spray .,adventure
556,I saw Little Billy rise and fire almost point blank and an Indian's face became shattered flesh and bone .,adventure
557,"A second leaped from his horse to the top of the bale , firing four arrows in such rapid succession it didn't seem possible they were in flight .",adventure
558,Men screamed .,adventure
559,"Oso reached up , jerked the buck from the bale and snapped his neck .",adventure
560,"Other Indians were running at the ponies , shrilling and waving blankets .",adventure
561,"Reverend Jason got one , the Canadians the others .",adventure
562,"I saw the clergyman kneel for a moment by the twitching body of the man he had shot , then run back to his position .",adventure
563,The ponies were almost uncontrollable .,adventure
564,The pall of dust they raised made it difficult to see when the Aricaras charged again .,adventure
565,It sounded like a man kicking a melon .,adventure
566,Above me a dark rider was whipping his pony with a quirt in an attempt to hurdle the bales .,adventure
567,"I could smell woodsmoke , grease , and oil .",adventure
568,"His eyes were dark , fluid , fearful , and he gave a sigh as my knife went in .",adventure
569,Coming over the wall he had seemed like a hideous devil .,adventure
570,The Aricaras made one last desperate charge .,adventure
571,"It was pitiful to see the thin ranks of warriors , old and young , wheeling and twisting their ponies frantically from side to side only to be tumbled bleeding from their saddles by the relentless slam , slam of the cruelly efficient Hawkinses .",adventure
572,"Others , badly wounded , gripped hands in manes , knees in bellies , held on as long as possible and then , weak from ghastly wounds , slipped sideways , slowly , almost thoughtfully , to be broken under the slashing hoofs .",adventure
573,"Some gracefully soared from the backs of their wounded , screaming mounts to make one last defiant charge before the lead split their hearts or tore their guts .",adventure
574,None of them reached our walls again .,adventure
575,The few survivors grudgingly turned away .,adventure
576,In the distance we could hear the drums and the wail of the death song .,adventure
577,"She was carrying a quirt , and she started to raise it , then let it fall again and dangle from her wrist .",adventure
578,"`` I saw your fire '' , she said , speaking slowly , making an effort to control her anger .",adventure
579,`` You could burn down this whole mountainside with a fire that size .,adventure
580,It would to me '' .,adventure
581,"`` All right '' , Wilson said quickly .",adventure
582,`` The fire's too big .,adventure
583,And I appreciate the advice '' .,adventure
584,"An hour before , with the children asleep and nothing but the strange darkness , he would have appreciated company .",adventure
585,"`` I'm not advising you '' , she said .",adventure
586,`` I'm telling you .,adventure
587,That fire's too big .,adventure
588,Let it burn down .,adventure
589,He was taken aback .,adventure
590,It took him a long time to compose himself .,adventure
591,"`` There's some mistake '' , he said finally .",adventure
592,`` You're right about the fire .,adventure
593,"It's bigger than it has to be , though I don't see where it's doing any harm .",adventure
594,But you're wrong about the rest of it .,adventure
595,I'm not leaving in the morning .,adventure
596,I own the place '' .,adventure
597,It didn't seem to tell her anything .,adventure
598,She studied it for a long time .,adventure
599,"Then she turned back to Wilson and smiled , and he wasn't quite sure what she meant by it .",adventure
600,"She said , and her tone had softened until it was almost friendly .",adventure
601,"`` From a man in St. Louis '' , Wilson said .",adventure
602,Maybe you know him '' .,adventure
603,I ought to .,adventure
604,My father ran him off here six years ago '' .,adventure
605,Wilson didn't say anything .,adventure
606,"He stood watching the girl , wondering what was coming next .",adventure
607,She had picked up the quirt and was twirling it around her wrist and smiling at him .,adventure
608,"`` Carwood didn't tell you that '' , she said .",adventure
609,"`` No '' , Wilson said .",adventure
610,`` But it's understandable .,adventure
611,It's not the kind of thing that a man would be proud of .,adventure
612,And it doesn't make any difference .,adventure
613,He sold me a clear title .,adventure
614,"I have it with me , right here .",adventure
615,If you want to see '' --,adventure
616,"`` Never mind '' , she said sternly .",adventure
